author_user_id,tag_id,quiz_title,question,choice1,choice2,choice3,choice4,correct_answer,explanation,answer_source
1,1,特定の時の区間を表す要素について,特定の時の区間を表す要素は？,＜datetime＞,＜time＞,＜date＞,＜moment＞,2,＜time＞は特定の時の区間を表す要素です。datetime 属性を使用し、検索エンジンの結果を改善したりリマインダーなどの独自機能に使用したりすることができます。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/time
1,1,＜ruby＞について,＜ruby＞とはどのような要素？,文章内の単語を自動で翻訳する,Rubyで記述した内容を表示する,文章をハイライト表示する,ふりがなや注釈を表示する,4,＜ruby＞はベーステキストの上、下、隣に小さな注釈を表す要素です。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/ruby
1,1,改行を生成する要素について,改行を生成する要素は？,＜br＞,＜n＞,＜break＞,＜split＞,1,＜br＞は文中に改行を生成する要素です。住所など、行の分割が重要な場合に使用します。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/br
1,1,モーダルの表示に使用する要素について,モーダルの表示に使用する要素は？,＜modal＞,＜window＞,＜dialog＞,＜popup＞,3,＜dialog＞はモーダル、アラート、サブウィンドウなどを表す要素です。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/dialog
1,1,HTMLの正式名称,HTMLとは何の略称ですか？  ,Hyper Text Markup Language,Homepage Text Markdown Language,Hyper Text Markdown Language,Homepage Text Markup Language,1,「Hyper Text Markup Language（ハイパーテキストマークアップ言語）」を略したもので、わかりやすくいえば、Web上で公開しているページのテキスト（文書）やレイアウトなどの構造を定義している書式となります。,https://www.profuture.co.jp/mk/column/about-html
1,1,HTMLでリンクを作成するタグについて,HTMLでリンクを作成するタグはどれですか？  ,＜a＞,＜li＞,＜link＞,＜https＞,1,"aタグとは、HTMLの基本的なタグの1つで、ハイパーリンクを設置するために使用されます。
",https://emma.tools/magazine/seo/content-seo/seo-writing/what-atag-is/
1,1,リンクに使用する属性について,リンクを開く際に新しいタブで開くために使用する属性は何ですか？,"target=""_blank""","page=""_new""","target=""_new""","page=""_blank""",1,target=”_blank”（ターゲットブランク）とは、リンク先が新しいウィンドウ（タブ）で表示されるように指定するリンクタグの属性のひとつです。,https://seopack.jp/seoblog/target_blank/
1,1,HTMLで画像を挿入する方法,HTMLで画像を挿入するために使用するタグはどれですか？,＜img＞,＜pic＞,＜content＞,＜div＞,1,＜img＞ は HTML の要素で、文書に画像を埋め込みます。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/img
1,1,HTMLでフォームを作成する方法,HTMLでフォームを作成する際に使用するタグはどれですか？,＜form＞,＜input＞,＜form_with＞,＜form_input＞,1,＜form＞ は HTML の要素で、ウェブサーバーに情報を送信するための対話型コントロールを含む文書の区間を表します。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/form
1,1,HTMLでリスト項目を作成する方法,HTMLでリスト項目を作成するために使用するタグはどれですか？,＜li＞,＜ul＞,＜ol＞,＜dl＞,1,＜li＞ タグはリスト項目を作成するために使用されます。＜ul＞ または ＜ol＞ タグ内で使用されます。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/li?form=MG0AV3
1,1,HTMLでセクションを定義する方法,HTMLでセクションを定義するタグはどれですか？,＜header＞,＜article＞,＜section＞,＜footer＞,3,＜section＞ タグは、HTML文書内のセクションを定義するために使用されます。セクションとは、関連する内容のグループを意味します。,＜section＞: 汎用セクション要素 - HTML: ハイパーテキストマークアップ言語 | MDN
1,1,HTMLでインラインフレームを作成する方法,HTMLでインラインフレームを作成するために使用するタグはどれですか？,＜iframe＞,＜frame＞,＜embed＞,＜object＞,1,＜iframe＞ タグは、HTML文書内に別のHTMLページを埋め込むためのインラインフレームを作成します。これは外部コンテンツを表示するためによく使用されます。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/iframe?form=MG0AV3
1,1,HTMLでメタデータを指定する方法,HTMLでメタデータを指定するためのタグはどれですか？,＜meta＞,＜link＞,＜script＞,＜style＞,1,＜meta＞ タグは、HTML文書のメタデータを指定するために使用されます。例えば、文字セット、ページの説明、キーワードなどを指定します。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/meta?form=MG0AV3
1,1,HTMLで段落を作成するために使用する方法,HTMLで段落を作成するために使用するタグはどれですか？,＜div＞,＜span＞,＜p＞,＜br＞,3,＜p＞ タグは、HTML文書内の段落を定義するために使用されます。テキストのグループを段落として区切る際に使用します。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/p?form=MG0AV3
1,1,HTMLで複数行テキストを入力する方法,HTMLで複数行テキストを入力するには？,＜textarea＞,"＜input type=""textarea""＞",＜textbox＞,＜multiline＞,1,"＜textarea＞タグは複数行のテキスト入力フィールドを作成するために使用されます。＜input＞タグのtype=""text""は1行の入力フィールドを作成しますが、＜textarea＞は改行や長文の入力に適しています。",https://developer.mozilla.org/ja/docs/Web/HTML/Element/textarea
1,1,HTMLで時刻を示すタグについて,HTMLで時刻を示すタグは？,＜date＞,＜time＞,＜datetime＞,＜timestamp＞,2,＜time＞タグは、特定の日付や時刻を示すためのHTMLタグです。検索エンジンやスクリーンリーダーが時刻を理解しやすくするために使用されます。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/time
1,1,HTMLで入力フィールドにプレースホルダーを設定する方法,HTMLで入力フィールドにプレースホルダーを設定する属性は？,text,hint,placeholder,label,3,placeholder属性は、入力フィールドに薄い文字で表示されるヒントや例を設定するための属性です。ユーザーが入力するとこの文字は消えます。,https://allabout.co.jp/gm/gc/23942/
1,1,HTMLでラベルとフォーム要素を関連付ける方法,HTMLでラベルとフォーム要素を関連付けるには？,idとfor属性を使用する,class属性を使用する,＜label＞で囲む,何もしない,1,フォーム要素（例えば＜input＞や＜textarea＞）と＜label＞タグを関連付けることで、アクセシビリティが向上します。＜label＞をクリックすると、自動的に関連付けられた入力フィールドがフォーカスされます。,"https://html-coding.co.jp/annex/dictionary/html/label/#:~:text=%E3%82%BF%E3%82%B0%E3%81%AE%E6%8C%87%E5%AE%9A%E6%96%B9%E6%B3%95,%E3%81%AE%E9%96%A2%E9%80%A3%E4%BB%98%E3%81%91%E3%81%8C%E3%81%A7%E3%81%8D%E3%81%BE%E3%81%99%E3%80%82"
1,1,＜nav＞タグについて,＜nav＞タグはどの目的に使用されますか？,サイドバーを作成,ナビゲーションリンクをグループ化,スクロールメニューを作成,ページタイトルを表示,2,＜nav＞タグは、ウェブサイト内で他のページやセクションへのリンクを提供するナビゲーション領域を定義します。スクリーンリーダーや検索エンジンに「これはナビゲーションである」と伝える役割があります。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/nav
1,2,見出しの文字を赤色にする方法,見出しの文字を赤色にする際、正しい記述は？,"h1 {
        color; red:
}","h1 {
        color: red;
}","h1 [
        color; red:
]","h1 [
        color: red;
]",2,"先頭でセレクター（HTML 要素名）を定義し、プロパティとプロパティ値を指定します。セレクター以外を中括弧 ({}) で囲み、
コロン (:) とセミコロン (;) を使用して区切ります。",https://developer.mozilla.org/ja/docs/Learn/Getting_started_with_the_web/CSS_basics
1,2,文字の大きさを指定するプロパティ,文字の大きさを指定するプロパティは？,text-size,letter-size,font-size,font-height,3,font-sizeで文字の大きさを指定します。その他、文字に関するプロパティにはfont-family（フォントの種類）、font-weight（太さ）、font-style（ノーマル・イタリック・斜体）などがあります。,https://developer.mozilla.org/ja/docs/Web/CSS/font-size
1,2,ボックスモデルを内側から順番に並べた際の挙動,ボックスモデルを内側から順番に並べた際、正しいのは？,"content, border, padding, margin","content, margin, border, padding","content, border, margin, padding","content, padding, border, margin",4,content（コンテンツ）は要素の内容が表示される領域、padding（パディング）は要素の内側の余白部分、border（ボーダー）は要素の境界線、margin（マージン）は要素の外側の余白部分です。,https://pikawaka.com/curriculums/programming-introduction/css-boxmodel
1,2,flex: 1;に含まれないプロパティについて,flex: 1;に含まれないプロパティは？,flex-grow,flex-wrap,flex-shrink,flex-basis,2,flexは、Flexboxレイアウトに関するCSSを一括指定するプロパティです。flex-growは親要素の余りを割り当てる量、flex-shrinkは親要素からはみ出した際に縮める量、flex-basisはデフォルトの寸法を示します。flex-wrapはflexアイテムの折り返しを指定します。,https://takechi-web.com/flex1-meaning-usage/
1,2,overflow,overflowはどのようなプロパティ？,コンテンツが要素からはみ出す場合の表示方法を指定する,要素の不透明度を指定する,要素の重なり順を指定する,要素を横並びにする,1,要素の不透明度を指定するのはopacity、要素の重なり順を指定するのはz-index、要素を横並びにするのはfloatです。,https://developer.mozilla.org/ja/docs/Web/CSS/overflow
1,2,position,positionのプロパティで要素の相対位置を指定するのは？,sticky,absolute,relative,fixed,3,relativeで親要素の相対位置を指定し、absoluteで子要素の絶対位置を指定します。stickyは要素をスクロールした際、指定した位置に追従させます。fixedは要素を固定します。,https://jajaaan.co.jp/web-production/frontend/position/
1,2,テキストの水平方向の配置を指定するプロパティについて,テキストの水平方向の配置を指定するプロパティは？,text-transform,text-indent,text-justify,text-align,4,text-transformは要素のテキストを大文字表記する方法を指定します。text-indentはテキストの行頭に置く空白 (字下げ) の幅を設定します。text-justifyは要素に text-align: justify; が設定された際、両端揃えの種類を設定します。,https://developer.mozilla.org/ja/docs/Web/CSS/text-align
1,2,文字列の折り返しを制御するプロパティについて,テキストがボックスからはみ出る際、文字列の折り返しを制御するプロパティは？,overflow-wrap,word-break,word-wrap,line-break,1,word-breakは文章内の単語の折り返し位置を制御します。word-wrapはInternet Explorer向けに開発され、現在はoverflow-wrapに改名されています。line-breakは文章の禁則処理を指定します。,https://ics.media/entry/240411/
1,2,要素を横並びにするプロパティについて,要素を横並びにするプロパティは？,position,display,float,z-index,3,positionは要素の位置を指定します。displayは要素を表示する形式（ブロックボックス、インラインボックスなど）を指定します。z-indexは要素の重なり順を指定します。,https://developer.mozilla.org/ja/docs/Web/CSS/float
1,2,CSSでコメントを書く方法,CSSでコメントを書く方法は？, ＜!-- コメント --＞,/* コメント */,# コメント,// コメント,2,CSSのコメントは /* コメント */と記述します。,https://developer.mozilla.org/ja/docs/Web/CSS/Comments
1,2,CSSで幅を画面の割合で指定する方法,CSSで幅を画面の割合で指定する単位は？,px,%,em,rem,2,%は親要素の幅に対する割合を指定します。例えば、width: 50%;は親要素の幅の半分を指定します。,
1,2,CSSでのページ全体背景色の指定,CSSでページ全体の背景色を指定するには？,color,page-background,background-color,body-color,3,background-colorプロパティは、要素やページ全体の背景色を設定する際に使用します。bodyに適用すればページ全体の背景色を変更できます。,
1,2,CSSで指定できるカラーフォーマット,CSSで指定できるカラーフォーマットはどれ？,RGB,HEX,HSL,すべて正しい,4,"CSSではHEX: #ffffff、RGB: rgb(255, 255, 255)、HSL: hsl(0, 0%, 100%）のカラーフォーマットが使用可能です。",
1,2,CSSでの要素左右中央揃え,CSSで要素を左右中央揃えにするには？,flex-direction,align-items,justify-content,order,1,Flexboxで要素の配置方向を指定します。例: flex-direction: row;,
1,2,画面幅に応じてスタイルを切り替えるために使用するもの,画面幅に応じてスタイルを切り替えるために使用するものは？,@query,@media,responsive,media-width,2,メディアクエリを使用して、画面の幅、高さ、解像度などに応じたスタイルを指定します。,
1,2,CSSは何の略？,CSSは何の略ですか？,Cascading Style Sheets,Color Style Sheet,Computer Style System,Creative Style Syntax,1,CSS (Cascading Style Sheets) は、ウェブページのスタイルを設定するスタイルシート言語です。,https://developer.mozilla.org/ja/docs/Learn_web_development/Getting_started/Your_first_website/Styling_the_content
1,2,CSSでボックスモデルに含まれない要素について,CSSでボックスモデルに含まれない要素はどれですか？,margin,padding,border,font,4,,https://nulab.com/ja/blog/nulab/css-basics-for-engineer-boxmodel/#loom-header-8
1,2,CSSのフレームワークについて,CSSのフレームワークは主に何のために使用されますか？,プログラムのバグを修正するため,コードの再利用性を高めるため,データベースの管理を効率化するため,サーバーの速度を向上させるため,2,"CSSのフレームワークは、コードの再利用性を高めるために使われます。
CSSフレームワークを活用することで、サイト構築の工数を短縮できます。","https://freelance.bizlink.io/tips/css-framework#:~:text=%E3%81%A6%E3%81%84%E3%81%8D%E3%81%BE%E3%81%99%E3%80%82-,%E3%83%A1%E3%83%AA%E3%83%83%E3%83%88,-%E3%81%BE%E3%81%9A%E3%81%AF%E3%83%A1%E3%83%AA%E3%83%83%E3%83%88%E3%81%8B%E3%82%89"
1,2,CSSのフレームワークはどれ？,次のうち、CSSのフレームワークではないものはどれですか？,Bootstrap,Bulma,Ulkit,jQuery,4,"jQueryはCSSのフレームワークではなく、JavaScriptのライブラリです。
Bootstrap、Bulma、UIkit、 これらは全てCSSのフレームワークです。","https://freelance.bizlink.io/tips/css-framework#:~:text=%E6%A1%88%E4%BB%B6%E3%82%92%E6%8E%A2%E3%81%99-,CSS%E3%83%95%E3%83%AC%E3%83%BC%E3%83%A0%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AE%E3%81%8A%E3%81%99%E3%81%99%E3%82%8110%E9%81%B8,-%E3%81%93%E3%81%93%E3%81%8B%E3%82%89%E3%81%AF"
1,2,CSSのボックスモデルについて,CSSのボックスモデルにおいて、要素の外側の余白を設定するプロパティはどれですか？,padding,margin,border,width,2,CSSのボックスモデルにおいて要素の外側の余白を設定するプロパティは「margin」だ。marginは要素の外部とのスペースを調整するために使うもので、他の要素との距離を制御するのに役立ちます。,"https://nulab.com/ja/blog/nulab/css-basics-for-engineer-boxmodel/#loom-header-8:~:text=%E3%81%8C%E3%81%A7%E3%81%8D%E3%81%BE%E3%81%99%E3%80%82-,margin%EF%BC%88%E3%83%9E%E3%83%BC%E3%82%B8%E3%83%B3%EF%BC%89,-%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9%E3%81%AE%E4%B8%80%E7%95%AA"
1,2,CSSのプロパティでないものについて,CSSのプロパティでないものは？,color,font-size,margin,display-all,4,displayは実在するプロパティですが、display-allは実在しません。,https://developer.mozilla.org/ja/docs/Web/CSS/display
1,2,クラス名を指定する方法,クラス名を指定する際、使用するのは？,/,.,:,;,2,クラス名を指定する際は、.クラス名 { スタイルプロパティ }と記述します。,https://developer.mozilla.org/ja/docs/Web/CSS/Class_selectors
1,2,行間設定方法,行間を設定するプロパティは？,line-style,font-spacing,text-line,line-height,4,行間を設定するのはline-heightです。,https://developer.mozilla.org/ja/docs/Web/CSS/line-height
1,2,角を丸くする方法,角を丸くするプロパティは？,border-style,border-width,border-radius,border-curve,3,角を丸くするのはborder-radiusです。border-styleはボーターの種類を指定します。border-widthはボーダーの幅を指定します。,https://developer.mozilla.org/ja/docs/Web/CSS/border-radius
1,2,文字を太字にするプロパティ,文字を太字にするプロパティは？,font-weight,font-bold,font-black,bold-style,1,文字を太字にするのはfont-weightです。,https://developer.mozilla.org/ja/docs/Web/CSS/font-weight
1,2,CSSで要素の影を追加するために使用するプロパティ,CSSで要素の影を追加するために使用するプロパティはどれですか？,box-shadow,text-shadow,border,opacity,1,box-shadow プロパティは、要素に影を追加するために使用されます。影のオフセット、ぼかしの半径、色などを指定できます。,box-shadow - CSS: カスケーディングスタイルシート | MDN
1,2,CSSで要素の透明度を設定するプロパティ,CSSで要素の透明度を設定するプロパティはどれですか？,opacity,visibility,display,z-index,1,opacity プロパティは要素の透明度を設定します。0は完全に透明、1は完全に不透明を意味します。,opacity - CSS: カスケーディングスタイルシート | MDN
1,2,CSSでアニメーションの設定を行うプロパティ,CSSでアニメーションの設定を行うプロパティはどれですか？,transition,animation,transform,keyframes,2,animation プロパティは、要素のアニメーションを設定するために使用されます。アニメーションの名前、持続時間、タイミング関数などを指定します。,animation - CSS: カスケーディングスタイルシート | MDN
1,2,CSSでグリッドレイアウトを設定するために使用するプロパティ,CSSでグリッドレイアウトを設定するために使用するプロパティはどれですか？,display: flex,display: grid,display: block,display: inline,2,display: grid プロパティは、グリッドレイアウトを設定するために使用されます。このプロパティを使用すると、コンテナ内の要素を行と列に分割して配置できます。,grid - CSS: カスケーディングスタイルシート | MDN
1,2,CSSでフォントファミリを設定するために使用するプロパティ,CSSでフォントファミリを設定するために使用するプロパティはどれですか？,font-size,font-family,font-style,font-weitht,2,font-family プロパティは、テキストのフォントファミリを指定します。複数のフォントをカンマで区切って指定することができ、ブラウザが最初の利用可能なフォントを使用します。,font-family - CSS: カスケーディングスタイルシート | MDN
1,3,letとconstの違い,letとconstの違いは何？,letは関数スコープ,constはグローバル変数として使う,letはブロックスコープがない,"
constは再代入できない",4,letは変数の再代入が可能ですが、constは一度値を代入したら再代入できません。,https://techplay.jp/column/1619
1,3,nullとundefinedの違い,nullとundefinedの違いは？,どちらも同じ,nullは意図的、undefinedは未定義 ,undefinedはオブジェクト,nullは未定義、undefinedは意図的,2,nullは「値がないことを意図的に示す値」です。undefinedは「値がまだ設定されていない状態」を示します。,https://qiita.com/gilly/items/3871bbd7371b4dec2e41
1,3,文字列の長さを取得する方法,文字列の長さを取得する方法は？,str.size ,str.getLength(),str.count,str.length,4,JavaScriptで文字列の長さを取得するには、.length プロパティを使います。,https://uxmilk.jp/14057
1,3,alertの役割,alert('Hello!') の役割は？,コンソールに出力する,画面にポップアップを表示する,ページをリロードする,変数を宣言する,2,alert() はブラウザ上にポップアップのアラートメッセージを表示します。画面上に「OK」ボタンが付いたメッセージが出ます。,https://www.akkodis.co.jp/candidate/insight/column_101
1,3,非同期処理に使用される構文,非同期処理に使用される構文はどれ？,forEach,map,setInterval,async/await,4,async/awaitは非同期処理をシンプルに記述するための構文です。awaitで非同期処理が終わるのを待てます。,https://www.issoh.co.jp/tech/details/3691/
1,3,Promiseが解決されたときの処理を指定するメソッド,Promiseが解決されたときの処理を指定するメソッドは？,resolve() ,finally(),then(),catch(),3,then()はPromiseが成功（解決）したときに呼ばれるメソッドです。,https://developer.mozilla.org/ja/docs/Web/JavaScript/Reference/Global_Objects/Promise/then
1,3,"""==""と""===""の違い",JavaScriptで==と===の違いは？,・==は型変換し、===は厳密比較,どちらも厳密な比較,・===は型変換し、==は厳密比較,どちらも型変換する,1,"(== は型を自動的に変換して比較します。=== は型変換を行わず、値と型が一致するかを比較します。
)",https://qiita.com/PianoScoreJP/items/e43d70ec188c6fed73ed
1,3,クラスのインスタンスの作成方法,JavaScriptでクラスのインスタンスを作成する構文は？,instance ClassName,create ClassName,new ClassName(),ClassName.create(),3,new キーワードを使ってクラスのインスタンスを作成します。,https://tcd-theme.com/2021/09/javascript-class-instancemethod.html
1,3,mapメソッドについて,次の中で、map()メソッドが返すものはどれ？,配列の長さ,元の配列,新しい配列,単一の値,3,map()は元の配列の要素を変換して、新しい配列を返します。,https://developer.mozilla.org/ja/docs/Web/JavaScript/Reference/Global_Objects/Map
1,3,JSONについて,"JSON.parse('{""key"": ""value""}') の結果は？",undefined,null,エラー,"{""key"": ""value""}",4,JSON.parse()はJSON形式の文字列をJavaScriptオブジェクトに変換します。,https://qiita.com/t_t238/items/591cd44d89560b72154a
1,3,console.logについて,"次のコードの出力は何ですか？

console.log(""Hello, "" + ""World!"");
",Hello,World,Hello Werld!,エラーになる,3,"JavaScriptでは+演算子を使うと文字列を結合できます。この場合、""Hello, ""と""World!""が結合され、出力は""Hello, World!""になります。",
1,3,変数宣言について,"JavaScriptで変数を宣言するために使われるキーワードは次のうちどれですか？

",var,let,const,すべて,4,"var: 古いスタイルの変数宣言で、関数スコープを持ちます。
let: ブロックスコープを持ち、再代入可能です。
const: ブロックスコープを持ち、値の再代入はできません。定数の定義に使用されます。",
1,3,関数定義と条件分岐について,"次のコードの出力結果はどうなりますか？

function test() {
  var a = 10;
  if (true) {
    var a = 20;
    console.log(a);
  }
  console.log(a);
}
test();
","10,20","20,10","20,20",エラーになる,3,varは関数スコープを持つため、同じ関数内では値が上書きされます。,
1,3,値の参照について,"次のコードの出力結果はどうなりますか？

const obj = { a: 1 };
Object.freeze(obj);
obj.a = 2;
console.log(obj.a);
",1,2,undefined,エラーになる,1,Object.freezeによってオブジェクトのプロパティが変更不可になります。,
1,3,次のコードの出力結果は？,"次のコードの出力結果はどうなりますか？

(function() {
  console.log(typeof arguments);
})();
",object,array,undefined,function,1,argumentsは関数の中で使用できる特別なオブジェクトで、配列のように動作しますが、型はobjectです。,
1,3,HTMLのファイル内で使用するタグについて,HTMLのファイル内にJavaScriptのコードを記述する場合、使用するタグは？,＜javascript＞,＜js＞,＜script＞,＜java＞,3,＜script＞タグをJavaScriptのコードの埋め込みや参照に使用します。,https://developer.mozilla.org/ja/docs/Web/HTML/Element/script
1,3,＜script＞タグにdefer属性をつける利点について,＜script＞タグにdefer属性をつける利点は？,JavaScriptを自動的に圧縮する,Webページの読み込みが速くなる,JavaScriptを最初に実行する,ブラウザのキャッシュを無効化する,2,＜script＞タグにdefer属性を指定すると、HTMLの解析と同時にJavaScriptファイルの読み込みが行われます。HTMLの解析後に読み込んだJavaScriptが実行されるため、Webページの読み込みを速くします。,https://zenn.dev/sudoukky/articles/65268af8ff5c51
1,3,複数行のコメントを書く方法について,JavaScriptで複数行のコメントを書く方法は？,// コメント,# コメント,/* コメント */, ＜!-- コメント --＞,3,JavaScriptのコメントを複数行で書く場合は /* コメント */ と記述します。1行で書く場合は // コメント または /* コメント */ と記述します。,https://www.javadrive.jp/javascript/ini/index4.html
1,3,DOMとは何の略？,DOMとは何の略？,Digital Operations Manager,Distributed Object Model,Dynamic Object Manipulation,Document Object Model,4,DOMとはドキュメントオブジェクトモデル （Document Object Model）の略で、HTMLやXMLドキュメントなどのマークアップ言語と、CSSをJavaScriptなどのプログラミング言語からアクセスできるようにするためのAPIです。ドキュメントの各要素やテキストデータを階層的に組み合わせ、ツリー構造として扱います。,https://developer.mozilla.org/ja/docs/Web/API/Document_Object_Model/Introduction
1,3,アロー関数を使用する利点,アロー関数を使用する利点に当てはまらないのは？,コードの実行速度が速くなる,コードが簡潔になる,意図しない挙動を防ぎやすい,コードの可読性が向上する,1,アロー関数を使用するとコードを簡潔に記述することができますが、実行速度は変わりません。,https://ns-adwork.com/javascript/3497/
1,3,setTimeoutの用途について,setTimeoutの用途は？,非同期ループ,指定時間後に関数を実行する,関数をスケジュール実行する,イベントリスナーを設定する,2,setTimeout は指定した時間（ミリ秒）後に一度だけ関数を実行するためのメソッドです。非同期処理として使われ、コードの実行を一定時間遅らせる際に便利です。,https://developer.mozilla.org/ja/docs/Web/API/Window/setTimeout
1,3,配列の中の条件を満たす要素の取得方法,配列の中で条件を満たす最初の要素を取得するメソッドは？,findIndex,filter,find,forEach,3,Array.prototype.find メソッドを使用します。このメソッドは、配列内の要素に対して指定した条件を満たす最初の要素を返します。条件に一致する要素がない場合は undefined を返します。,https://developer.mozilla.org/ja/docs/Web/JavaScript/Reference/Global_Objects/Array/find
1,3,thisの値の定義,thisの値はどのように決まりますか？,グローバルオブジェクトに固定される,常に関数自身を指す,呼び出し元に応じて変わる,常にnull,3,this の値は、関数の呼び出し方法によって動的に決まります。通常の関数呼び出し：グローバルオブジェクト（ブラウザでは window）。メソッド呼び出し：そのメソッドを呼び出したオブジェクト。Arrow関数：定義されたスコープの this を継承。。call / apply / bind を使用：明示的に指定された値,https://developer.mozilla.org/ja/docs/Web/JavaScript/Reference/Operators/this
1,3,try-catch構文,try-catch構文は何のために使用されますか？,非同期処理を実行する,例外をキャッチして処理を継続する,配列を操作する,関数を即時実行する,2,try-catch 構文は、エラーが発生する可能性のあるコードを安全に実行するために使います。エラーが発生した場合でもプログラムを停止させずに処理を続行できます。,https://developer.mozilla.org/ja/docs/Web/JavaScript/Reference/Statements/try...catch
1,3,配列の最後に要素を追加する方法,配列の最後に要素を追加するには？,add(),pushLast(),append(),push(),4,Array.prototype.push メソッドを使用します。このメソッドは、配列の末尾に1つ以上の要素を追加し、新しい配列の長さを返します。,https://developer.mozilla.org/ja/docs/Web/JavaScript/Reference/Global_Objects/Array/push
